title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Тристаен, 65m²","Тухла, Обзаведен, Електричество",София,жк. Изгрев,"248,000",EUR,,/offer/apartament-za-prodazhba/tristaen-65m2-sofiya-zhk.-izgrev/as1668328,8,вчера,,1668328,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675021
"Двустаен, 64m²",Тухла,София,жк. Изгрев,"370,734",EUR,,/offer/apartament-za-prodazhba/dvustaen-64m2-sofiya-zhk.-izgrev/as1613671,1,вчера,,1613671,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675038
"Двустаен, 48m²","ЕПК, ТЕЦ",София,жк. Изгрев,"199,900",EUR,,/offer/apartament-za-prodazhba/dvustaen-48m2-sofiya-zhk.-izgrev/as1624851,7,вчера,,1624851,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675043
"Тристаен, 90m²","ЕПК, Обзаведен, ТЕЦ",София,жк. Изгрев,"267,990",EUR,,/offer/apartament-za-prodazhba/tristaen-90m2-sofiya-zhk.-izgrev/as1651075,10,,,1651075,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675049
"Тристаен, 167m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"725,000",EUR,,/offer/apartament-za-prodazhba/tristaen-167m2-sofiya-zhk.-izgrev/as1592240,10,,,1592240,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675054
"Тристаен, 120m²","ЕПК, Необзаведен, ТЕЦ",София,жк. Изгрев,"375,000",EUR,,/offer/apartament-za-prodazhba/tristaen-120m2-sofiya-zhk.-izgrev/as1654702,10,,,1654702,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675060
"Тристаен, 122m²","Тухла, Обзаведен, ТЕЦ",София,жк. Изгрев,"579,000",EUR,,/offer/apartament-za-prodazhba/tristaen-122m2-sofiya-zhk.-izgrev/as1642574,10,,,1642574,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675065
"Тристаен, 90m²","ЕПК, Обзаведен, ТЕЦ",София,жк. Изгрев,"268,000",EUR,,/offer/apartament-za-prodazhba/tristaen-90m2-sofiya-zhk.-izgrev/as1646986,10,,,1646986,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675070
"Тристаен, 167m²","Тухла, Обзаведен, ТЕЦ",София,жк. Изгрев,"725,000",EUR,,/offer/apartament-za-prodazhba/tristaen-167m2-sofiya-zhk.-izgrev/as1585901,7,,,1585901,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675074
"Двустаен, 77m²","Тухла, Необзаведен",София,жк. Изгрев,"320,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-77m2-sofiya-zhk.-izgrev/as1656663,10,,,1656663,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675079
"Многостаен, 300m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"1,300,000",EUR,,/offer/apartament-za-prodazhba/mnogostaen-300m2-sofiya-zhk.-izgrev/as1455737,10,,,1455737,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675084
"Тристаен, 131m²","Тухла, ТЕЦ",София,жк. Изгрев,"670,000",EUR,,/offer/apartament-za-prodazhba/tristaen-131m2-sofiya-zhk.-izgrev/as1662156,10,,,1662156,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675088
"Четиристаен, 180m²",ЕПК,София,жк. Изгрев,"875,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-180m2-sofiya-zhk.-izgrev/as1649106,10,,,1649106,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675092
"Тристаен, 127m²","Тухла, Обзаведен, ТЕЦ",София,жк. Изгрев,"520,000",EUR,,/offer/apartament-za-prodazhba/tristaen-127m2-sofiya-zhk.-izgrev/as1600161,10,,,1600161,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675097
"Четиристаен, 188m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"1,022,378",EUR,,/offer/apartament-za-prodazhba/chetiristaen-188m2-sofiya-zhk.-izgrev/as1653859,6,,,1653859,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675101
"Многостаен, 174m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"1,020,592",EUR,,/offer/apartament-za-prodazhba/mnogostaen-174m2-sofiya-zhk.-izgrev/as1600350,5,,,1600350,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675105
"Многостаен, 174m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"1,187,219",EUR,,/offer/apartament-za-prodazhba/mnogostaen-174m2-sofiya-zhk.-izgrev/as1600354,5,,,1600354,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675109
"Двустаен, 63m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"370,734",EUR,,/offer/apartament-za-prodazhba/dvustaen-63m2-sofiya-zhk.-izgrev/as1472781,4,,,1472781,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675114
"Тристаен, 83m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"469,812",EUR,,/offer/apartament-za-prodazhba/tristaen-83m2-sofiya-zhk.-izgrev/as1628761,5,,,1628761,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675119
"Двустаен, 63m²","Тухла, Необзаведен, ТЕЦ",София,жк. Изгрев,"370,734",EUR,,/offer/apartament-za-prodazhba/dvustaen-63m2-sofiya-zhk.-izgrev/as1600343,5,,,1600343,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=423,2026-01-24T23:41:43.675123
